revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating,mpaa_rating,director,writer,actor,seasonal_index
5992286.0,7.4,991.0,287758.0,0,0,3,0,0,346.0,2.194908423
2099748.0,7.3,429.0,0,160000000.0,3.54,2,0,0,114.0,0.7147995517
1732438.0,7.7,146.0,110428.0,200000000.0,3.19,3,0,0,177.0,0.6549129108
1365779.0,7.5,268.0,85493.0,175000000.0,3.11,3,0,1935.0,439.0,1.040695421
1283868.0,7.9,253.0,133789.0,180000000.0,3.13,3,247.0,0,128.0,1.284840139
1601982.0,6.3,309.0,32483.0,80000000.0,0,2,0,0,594.0,0.7194038481
1205843.0,8.1,8.0,2871.0,97000000.0,3.62,4,0,0,99.0,0.7147995517
2017790.0,6.7,1247.0,248525.0,250000000.0,2.33,3,0,0,188.0,0.6549129108
1345430.0,8.5,21.0,499.0,0,3.82,2,0,0,1402.0,0.996680935
354577.0,7.7,4.0,534.0,4500000.0,4.14,4,1725.0,1725.0,895.0,0.6549129108
530026.0,6.3,1.0,24644.0,0,2.79,2,0,0,1374.0,0.6549129108
1282219.0,6.6,671.0,90915.0,230000000.0,2.39,3,0,0,853.0,0.6532841
1253655.0,6.8,164.0,6122.0,0,2.86,1,0,0,929.0,0.9029712391
277600.0,7.3,104.0,2815.0,9000000.0,2.74,3,1136.0,1136.0,98.0,0.9241723657
594874.0,5.2,139.0,217560.0,217000000.0,1.88,3,1448.0,0,634.0,0.7194038481
77126.0,8.0,0,286.0,0,3.03,2,0,0,936.0,0.996680935
160036.0,6.3,0,2411.0,19000000.0,2.67,4,0,0,1383.0,0.9029712391
1622542.0,4.6,0,47949.0,55000000.0,1.71,4,0,0,354.0,0.996680935
553951.0,7.8,0,84871.0,84000000.0,2.92,2,0,0,66.0,2.194908423
390098.0,7.7,0,26182.0,34000000.0,4.1,4,742.0,742.0,535.0,1.040695421
154515.0,6.0,0,12242.0,69000000.0,1.64,3,0,0,385.0,0.9732969783
780238.0,6.6,325.0,12.0,55000000.0,2.47,3,510.0,0,702.0,0.9732969783
247168.0,6.0,0,21456.0,45000000.0,1.78,3,0,0,853.0,0.9241723657
132975.0,7.5,50.0,396.0,0,2.6,4,0,0,708.0,0.996680935
1011653.0,8.1,677.0,108136.0,150000000.0,3.64,4,1200.0,0,265.0,1.284840139
506841.0,3.1,0,27383.0,50000000.0,1.17,2,0,0,809.0,0.9400340884
46275.0,6.0,0,0,100000000.0,2.1,3,0,0,726.0,0.6549129108
455080.0,5.5,187.0,41.0,125000000.0,1.57,3,0,0,140.0,0.7194038481
837300.0,6.5,7.0,102572.0,97000000.0,2.74,4,587.0,0,283.0,0.6532841
354371.0,5.6,121.0,11095.0,69000000.0,1.59,4,0,0,40.0,0.7194038481
169670.0,6.5,0,55798.0,4800000.0,0,3,0,0,649.0,1.284840139
370543.0,7.2,0,210.0,50000000.0,2.85,4,0,0,163.0,0.9400340884
261819.0,5.7,7.0,467.0,60000000.0,1.88,3,0,0,197.0,0.9400340884
338443.0,6.0,0,158.0,150000000.0,2.21,3,0,0,657.0,0.996680935
513170.0,5.9,41.0,7838.0,60000000.0,2.17,2,0,0,395.0,0.7147995517
467523.0,5.2,0,0,85000000.0,3.18,3,0,0,1072.0,0.9241723657
44856.0,7.6,0,8409.0,0,3.44,4,0,0,1153.0,0.9029712391
433096.0,6.5,247.0,33965.0,177200000.0,2.0,3,0,0,323.0,0.9400340884
192427.0,7.4,274.0,151.0,0,3.29,3,0,0,713.0,0.996680935
369235.0,6.4,224.0,0,110000000.0,2.63,3,0,0,77.0,0.7147995517
89313.0,7.6,0,98.0,0,4.15,4,782.0,782.0,190.0,0.7147995517
227499.0,5.8,66.0,1498.0,10000000.0,0,4,0,0,0,1.284840139
150796.0,6.2,0,27431.0,33000000.0,3.31,4,0,0,660.0,0.9029712391
278789.0,8.2,350.0,41593.0,0,4.1,4,0,0,573.0,0.9241723657
266980.0,7.5,493.0,394.0,0,3.62,4,613.0,613.0,298.0,0.996680935
45118.0,5.8,0,21451.0,35000000.0,1.57,4,0,0,531.0,2.194908423
290559.0,6.6,0,0,58000000.0,3.65,4,0,0,132.0,0.7147995517
142936.0,4.5,1.0,618.0,25000000.0,1.56,3,0,0,227.0,0.996680935
40810.0,7.1,0,16037.0,29000000.0,2.96,3,1313.0,0,373.0,0.9400340884
126457.0,5.6,0,41795.0,40000000.0,1.92,4,0,0,570.0,0.996680935
166777.0,5.7,399.0,186.0,68000000.0,2.96,4,0,0,792.0,0.9241723657
102586.0,6.8,0,914.0,0,2.77,3,0,0,1982.0,0.9029712391
65036.0,5.2,77.0,22621.0,20000000.0,2.35,4,0,0,306.0,0.7194038481
385430.0,6.2,0,103.0,0,0,2,0,0,608.0,1.284840139
9820.0,5.6,0,84.0,0,1.75,4,0,0,836.0,0.6532841
64650.0,6.7,0,1.0,30000000.0,1.97,4,1608.0,1608.0,557.0,0.9029712391
24339.0,7.1,0,3000.0,0,2.52,3,0,0,492.0,0.9732969783
6710.0,7.2,8.0,6204.0,0,3.04,3,0,0,1048.0,0.6549129108
129724.0,6.4,0,51738.0,40000000.0,2.83,4,0,0,698.0,0.996680935
369063.0,5.1,1.0,865.0,35000000.0,2.53,4,0,0,577.0,1.284840139
72411.0,7.7,654.0,15423.0,0,4.28,4,899.0,899.0,465.0,0.996680935
1458.0,5.9,0,802.0,250000.0,0,4,0,0,0,0.9029712391
63809.0,6.8,113.0,2973.0,0,2.65,3,0,0,547.0,0.7147995517
11122.0,6.2,0,352.0,1000000.0,2.95,2,0,0,0,0.9732969783
99592.0,7.3,0,203.0,18000000.0,3.2,4,1785.0,0,1112.0,0.996680935
3832.0,6.3,0,24.0,0,2.81,2,0,0,405.0,0.9241723657
3205.0,6.9,0,128.0,0,3.36,3,0,0,0,2.194908423
3535653.0,7.8,1550.0,3005.0,200000000.0,3.45,3,0,0,1309.0,2.194908423
1625198.0,7.3,917.0,10994.0,0,3.25,2,0,0,0,0.9400340884
1226378.0,6.5,0,19409.0,75000000.0,2.89,2,0,0,837.0,0.9400340884
1924377.0,7.5,295.0,0,175000000.0,3.68,2,602.0,0,999.0,0.6549129108
1573886.0,8.0,281.0,208193.0,58000000.0,3.17,4,0,0,130.0,0.996680935
1330108.0,8.0,1.0,22336.0,0,3.64,2,0,0,466.0,0.996680935
540247.0,7.1,3.0,2632.0,75000000.0,2.67,2,0,0,742.0,2.194908423
1289041.0,7.6,6.0,668.0,0,3.53,2,0,0,380.0,0.996680935
856746.0,7.5,318.0,65081.0,165000000.0,2.91,3,0,0,418.0,1.284840139
1075059.0,6.6,355.0,28414.0,120000000.0,2.69,3,0,0,592.0,1.040695421
395161.0,7.1,156.0,110102.0,185000000.0,3.0,3,0,674.0,868.0,1.040695421
428997.0,6.5,7.0,237.0,125000000.0,2.68,2,0,0,318.0,1.284840139
588666.0,8.1,7.0,1170.0,30000000.0,4.28,3,0,0,257.0,0.9241723657
734400.0,7.1,99.0,16219.0,145000000.0,2.88,2,0,0,622.0,0.7147995517
279524.0,5.3,237.0,0,144000000.0,2.69,3,0,0,330.0,1.040695421
429056.0,6.3,0,20109.0,50000000.0,2.48,3,0,621.0,431.0,0.7194038481
1059161.0,5.2,249.0,110933.0,165000000.0,1.84,3,0,0,840.0,0.7194038481
350683.0,7.9,9.0,844.0,47000000.0,3.37,3,1200.0,0,283.0,2.194908423
76788.0,6.2,0,78774.0,19000000.0,2.73,4,0,0,472.0,0.9400340884
223064.0,5.9,0,10222.0,40000000.0,1.24,3,0,0,837.0,0.9241723657
224552.0,7.1,0,754.0,9900000.0,3.41,4,0,0,1141.0,0.9029712391
640319.0,6.7,232.0,47531.0,110000000.0,3.53,3,0,0,296.0,0.9029712391
89482.0,6.0,0,36387.0,10000000.0,2.3,4,0,0,583.0,1.040695421
223927.0,6.7,70.0,0,65000000.0,3.25,2,0,0,503.0,1.284840139
201107.0,6.5,98.0,0,45000000.0,2.58,4,0,0,200.0,0.9732969783
437000.0,6.3,8.0,192.0,4900000.0,2.65,3,0,0,204.0,0.9400340884
282716.0,5.7,48.0,14986.0,0,2.09,3,0,0,603.0,0.7147995517
278423.0,6.5,1.0,46495.0,0,2.48,3,0,0,1001.0,0.7194038481
774981.0,5.7,0,14933.0,105000000.0,2.24,2,0,0,0,1.040695421
158672.0,7.2,435.0,62869.0,110000000.0,2.72,3,0,0,447.0,0.9029712391
362143.0,6.2,0,0,38000000.0,2.54,4,0,0,175.0,2.194908423
390788.0,6.1,0,29701.0,60000000.0,2.33,3,0,0,253.0,1.284840139
113675.0,6.4,4.0,7889.0,140000000.0,2.2,2,83.0,0,442.0,1.040695421
65102.0,6.3,23.0,299.0,17000000.0,3.04,3,0,0,196.0,0.9029712391
67076.0,5.8,0,16221.0,45000000.0,2.09,4,0,0,378.0,2.194908423
824546.0,5.8,295.0,27463.0,125000000.0,1.76,3,0,0,799.0,0.9241723657
38112.0,7.3,0,9618.0,50000000.0,1.73,4,1448.0,0,47.0,0.996680935
367219.0,6.1,0,22349.0,115000000.0,1.98,3,0,0,91.0,0.6549129108
109458.0,7.8,78.0,7640.0,60000000.0,3.5,2,0,0,148.0,0.9029712391
1284953.0,6.9,76.0,12265.0,160000000.0,2.29,3,0,0,413.0,0.6532841
390813.0,6.1,13.0,388.0,38000000.0,2.0,4,0,1944.0,802.0,0.996680935
163288.0,6.0,0,6678.0,33000000.0,1.58,4,0,0,428.0,1.040695421
225145.0,7.1,0,1143.0,85000000.0,2.54,4,0,0,393.0,0.9732969783
70260.0,6.6,0,976.0,19000000.0,2.77,3,0,0,594.0,0.9400340884
95656.0,6.1,0,26720.0,9000000.0,2.5,3,0,0,0,1.284840139
251538.0,5.2,287.0,1074.0,38000000.0,1.89,3,0,0,101.0,0.9241723657
834795.0,6.2,68.0,1217.0,75000000.0,2.39,3,632.0,0,294.0,1.284840139
121633.0,6.3,0,15075.0,22000000.0,3.27,3,0,0,196.0,0.996680935
99444.0,4.7,84.0,4480.0,0,2.0,3,603.0,487.0,683.0,0.996680935
68196.0,4.8,0,888.0,10000000.0,1.88,3,0,0,207.0,0.9241723657
835388.0,6.6,0,34787.0,35000000.0,2.96,4,0,0,487.0,0.9029712391
89230.0,5.0,0,5370.0,5000000.0,2.23,4,0,0,0,0.9029712391
4298.0,7.1,0,0,0,3.06,3,0,0,758.0,1.040695421
58651.0,6.3,0,5344.0,0,2.67,4,0,0,1268.0,0.7147995517
111631.0,7.2,20.0,330.0,20000000.0,3.12,3,0,0,138.0,2.194908423
73198.0,7.5,0,89.0,0,3.87,4,0,0,279.0,0.9732969783
1828.0,7.4,0,1820.0,15000000.0,3.17,2,0,0,710.0,0.996680935
102134.0,6.2,0,572.0,0,2.52,4,0,1104.0,1089.0,0.996680935
169396.0,5.4,0,1328.0,0,2.57,4,0,0,0,0.9029712391
7825.0,7.2,108.0,141.0,0,2.94,3,0,0,1480.0,0.9400340884
15907.0,7.6,0,1130.0,0,2.88,4,0,0,0,0.6549129108
2924071.0,7.7,84.0,0,0,3.38,3,0,0,0,2.194908423
40931.0,7.2,37.0,191.0,0,4.11,4,0,0,162.0,0.9241723657
544.0,5.5,1.0,401.0,0,0,4,0,0,0,1.284840139
870.0,6.4,0,1223.0,0,2.93,4,0,0,0,0.9029712391
560.0,6.5,0,521.0,0,2.5,3,9.0,0,1492.0,0.9732969783
12242.0,7.0,0,59.0,0,4.01,4,0,0,238.0,2.194908423
21863.0,7.2,80.0,731.0,0,3.58,4,0,0,0,0.9029712391
13425.0,6.6,0,1.0,0,3.63,4,0,0,1606.0,2.194908423
3945455.0,8.0,2680.0,481641.0,245000000.0,3.79,3,1896.0,1896.0,310.0,2.194908423
1573914.0,7.0,0,0,150000000.0,2.89,3,0,0,47.0,0.7194038481
1617783.0,7.4,0,0,250000000.0,3.44,3,0,1556.0,357.0,0.6549129108
1092979.0,8.2,2.0,275.0,175000000.0,0,2,0,0,713.0,0.9400340884
1382926.0,7.2,0,0,190000000.0,1.98,3,0,0,165.0,0.6549129108
548481.0,6.4,0,938.0,74000000.0,2.83,2,0,0,615.0,1.040695421
480089.0,6.9,0,0,95000000.0,1.97,2,510.0,0,84.0,0.7147995517
2815877.0,6.8,25.0,4584.0,245000000.0,3.4,3,0,0,720.0,1.284840139
889100.0,7.4,371.0,497.0,150000000.0,3.43,3,0,0,153.0,1.040695421
228020.0,6.4,0,0,29000000.0,2.79,3,308.0,0,711.0,0.6532841
911530.0,8.0,1183.0,1302.0,135000000.0,3.76,4,0,0,363.0,0.9241723657
547623.0,7.3,261.0,27753.0,130000000.0,3.39,3,0,742.0,910.0,1.040695421
534341.0,6.7,0,0,135000000.0,2.65,2,0,0,1673.0,0.7147995517
544666.0,6.7,75.0,7748.0,80000000.0,2.46,2,0,223.0,807.0,1.284840139
2696028.0,4.1,0,0,40000000.0,2.03,4,0,0,354.0,0.996680935
242947.0,6.0,0,0,74000000.0,2.56,2,0,0,426.0,0.996680935
267029.0,7.9,66.0,12902.0,28000000.0,3.11,4,0,0,667.0,0.9029712391
408882.0,6.1,0,0,110000000.0,2.19,3,1617.0,0,81.0,0.6532841
599811.0,8.1,0,0,150000000.0,0,4,0,0,304.0,0.6532841
580867.0,6.2,0,0,110000000.0,2.69,3,0,0,613.0,0.7147995517
384910.0,7.1,23.0,6860.0,99000000.0,2.73,1,0,0,0,2.194908423
501633.0,7.7,0,0,81000000.0,2.93,4,0,0,743.0,0.9241723657
333327.0,7.0,0,0,65000000.0,3.03,4,0,0,543.0,0.7194038481
57133.0,6.2,5.0,188.0,35000000.0,0,4,1341.0,68.0,277.0,0.9400340884
88580.0,7.6,6.0,999.0,35000000.0,3.61,3,0,0,213.0,0.996680935
181447.0,6.5,0,0,190000000.0,2.85,2,1450.0,1450.0,765.0,0.6532841
354708.0,6.5,0,0,155000000.0,0,3,0,0,405.0,0.7194038481
751955.0,6.0,0,0,48000000.0,1.77,3,0,0,142.0,0.9241723657
841197.0,5.1,72.0,3601.0,0,1.83,2,0,0,1490.0,0.996680935
630450.0,6.3,74.0,31526.0,61000000.0,2.33,3,0,0,265.0,0.9029712391
322627.0,6.3,160.0,22610.0,68000000.0,2.72,4,1592.0,1592.0,847.0,1.040695421
153417.0,5.6,61.0,660.0,88000000.0,0,3,0,0,347.0,0.9400340884
509781.0,7.2,0,0,55000000.0,3.93,2,0,0,214.0,0.9241723657
194870.0,7.6,334.0,304.0,40000000.0,3.33,3,83.0,0,309.0,0.9732969783
51497.0,4.4,0,0,30000000.0,1.28,2,0,0,0,0.6532841
187336.0,7.8,234.0,15337.0,28000000.0,3.75,4,0,0,254.0,0.9241723657
231372.0,5.6,113.0,37873.0,14800000.0,2.4,4,0,0,479.0,1.040695421
116936.0,6.7,0,0,23000000.0,1.86,4,0,0,838.0,0.996680935
240896.0,6.9,0,1677.0,53000000.0,3.36,4,0,0,222.0,0.9029712391
145540.0,6.1,226.0,460.0,31000000.0,0,4,0,1764.0,1780.0,0.9029712391
211384.0,6.6,8.0,2112.0,60000000.0,2.63,3,0,0,267.0,2.194908423
228588.0,4.3,45.0,42563.0,120000000.0,2.35,3,0,0,413.0,0.9400340884
638973.0,7.8,409.0,61150.0,44000000.0,3.32,4,206.0,206.0,428.0,0.9241723657
309065.0,6.6,0,0,50100000.0,2.26,4,0,0,122.0,0.7147995517
80731.0,7.4,3.0,773.0,30000000.0,2.71,4,1442.0,0,183.0,0.9400340884
123861.0,6.1,0,0,10000000.0,1.85,3,0,0,0,0.7194038481
63677.0,4.9,0,0,35000000.0,2.36,3,0,83.0,470.0,0.6532841
254331.0,5.3,0,0,176000000.0,1.26,3,1998.0,1998.0,523.0,0.996680935
141363.0,7.6,157.0,1185.0,30000000.0,3.38,4,1200.0,1728.0,186.0,0.9029712391
138833.0,7.3,0,429.0,75000000.0,0,3,1670.0,1670.0,205.0,0.9400340884
44590.0,8.1,3.0,476.0,0,4.09,4,0,0,696.0,0.996680935
357685.0,7.1,0,2.0,55000000.0,2.9,3,0,0,864.0,0.9029712391
74703.0,6.4,2.0,340.0,25000000.0,2.0,4,0,0,535.0,2.194908423
11975.0,7.2,0,0,0,2.24,3,0,0,422.0,0.7194038481
51748.0,7.5,58.0,4773.0,0,3.36,3,0,0,204.0,0.996680935
27152.0,5.1,0,0,35000000.0,1.57,3,0,0,599.0,0.6532841
48913.0,6.5,0,0,8500000.0,3.03,3,0,0,387.0,0.6549129108
63031.0,7.3,0,5991.0,11000000.0,3.12,3,0,0,390.0,1.040695421
138021.0,6.6,0,0,10000000.0,2.46,2,0,0,1466.0,0.7147995517
217398.0,8.5,0,0,30000000.0,0,4,0,0,0,0.7194038481
175150.0,6.8,0,0,49000000.0,3.09,4,0,0,99.0,0.7147995517
236615.0,6.5,0,91463.0,55000000.0,3.01,4,613.0,613.0,570.0,1.284840139
143554.0,5.3,0,0,105000000.0,0,3,0,0,0,0.996680935
78394.0,5.3,106.0,34938.0,10000000.0,0,4,0,0,0,0.9400340884
60240.0,6.8,0,452.0,0,1.57,4,0,0,1281.0,0.9029712391
45133.0,5.9,0,4171.0,18000000.0,2.83,3,0,0,579.0,0.9029712391
204528.0,6.6,0,0,50000000.0,2.56,4,0,0,385.0,0.6549129108
177642.0,5.7,55.0,25616.0,35000000.0,1.93,4,0,0,1496.0,0.9400340884
36940.0,8.2,23.0,0,19500000.0,2.44,3,0,0,0,0.7147995517
261520.0,7.4,0,0,0,3.97,2,0,0,0,0.996680935
62349.0,7.5,0,0,5000000.0,3.58,3,0,0,902.0,0.7147995517
50045.0,7.2,611.0,32218.0,30000000.0,3.51,4,1785.0,1930.0,310.0,0.9241723657
78043.0,5.5,0,0,95000000.0,1.75,3,0,0,816.0,0.996680935
31033.0,5.2,0,1789.0,0,1.67,3,0,0,746.0,1.284840139
43872.0,8.2,371.0,461.0,0,4.01,4,0,0,322.0,0.7147995517
121277.0,7.2,1.0,660.0,0,4.26,4,0,0,300.0,2.194908423
6869.0,7.4,0,73.0,0,3.35,3,0,1553.0,981.0,0.9400340884
12841.0,7.1,0,7201.0,0,3.43,3,0,0,419.0,1.040695421
166258.0,7.1,1190.0,1161.0,0,3.19,4,0,0,364.0,0.996680935
92942.0,7.3,4.0,1041.0,35000000.0,3.67,2,0,0,729.0,1.284840139
46121.0,7.8,4.0,243.0,0,4.45,4,0,1273.0,1273.0,1.040695421
53701.0,5.4,0,0,70000000.0,2.03,4,1636.0,0,109.0,0.9241723657
62682.0,6.3,0,0,0,3.78,4,0,0,543.0,0.6532841
11149.0,6.7,70.0,856.0,600000.0,3.63,4,0,0,1631.0,1.284840139
4652.0,6.3,0,0,0,1.6,4,0,0,776.0,0.7194038481
147770.0,6.9,0,3242.0,0,3.71,3,0,0,526.0,0.9241723657
56630.0,7.1,0,0,22500000.0,2.49,4,489.0,0,467.0,0.6532841
6586.0,5.9,0,0,0,0,3,0,0,0,0.9400340884
56563.0,7.0,80.0,1074.0,0,2.5,4,0,0,276.0,0.9732969783
21252.0,7.3,0,0,0,3.21,3,0,0,483.0,0.6549129108
11833.0,6.9,0,1125.0,0,3.92,4,0,0,387.0,2.194908423
25482.0,7.2,0,0,0,3.74,4,0,0,0,1.284840139
106954.0,6.5,0,0,0,2.29,4,0,0,229.0,0.6532841
7226.0,6.4,0,0,0,2.79,4,0,0,682.0,0.6549129108
2928284.0,7.1,0,0,0,3.24,4,0,0,0,2.194908423
11391.0,7.3,0,156.0,0,3.03,4,0,0,0,0.9400340884
10013.0,6.3,0,29.0,0,3.31,0,0,0,1073.0,0.9241723657
5853.0,6.7,0,241.0,0,3.04,3,0,0,0,0.9400340884
9743.0,5.2,8.0,196.0,10000000.0,4.51,4,301.0,301.0,575.0,0.9732969783
13529.0,0,0,0,0,3.05,3,0,0,0,0.6532841
184075.0,7.0,0,0,0,3.9,3,0,0,0,0.9732969783
11795.0,6.2,98.0,192.0,0,0,4,0,0,332.0,0.9400340884
8562.0,7.1,0,54.0,0,0,0,0,0,0,1.040695421
22219.0,6.7,0,0,0,2.86,4,0,0,1427.0,0.6532841
15801.0,8.3,94.0,11.0,0,3.92,0,0,0,0,0.9029712391
16229.0,6.1,0,0,0,2.45,4,0,0,543.0,0.7194038481
46220.0,6.7,0,0,0,2.98,4,0,0,347.0,0.9029712391
37218.0,5.4,0,0,0,2.58,3,0,0,629.0,0.6532841
45119.0,7.2,0,0,0,2.45,4,0,0,659.0,1.284840139
11401.0,7.4,0,0,0,2.83,0,0,0,0,1.040695421
592376.0,7.3,0,0,58800000.0,2.39,4,258.0,0,742.0,0.9241723657
2479542.0,6.7,0,0,125000000.0,3.41,3,0,0,520.0,0.9732969783
1203350.0,8.1,0,0,170000000.0,2.86,3,0,0,316.0,0.9400340884
662301.0,7.8,0,0,170000000.0,0,3,1849.0,0,198.0,0.7147995517
683843.0,7.8,0,0,60000000.0,3.15,2,0,0,274.0,0.996680935
3590848.0,7.4,0,0,0,2.89,3,1703.0,0,1016.0,2.194908423
665419.0,5.7,0,0,210000000.0,0,3,1448.0,0,298.0,1.040695421
570384.0,7.0,0,0,180000000.0,2.72,2,0,0,231.0,0.6532841
933813.0,8.0,0,0,200000000.0,0,3,0,0,1010.0,0.6532841
1008111.0,7.8,0,0,165000000.0,3.69,2,0,0,0,0.9241723657
981934.0,7.6,0,0,170000000.0,3.45,3,0,0,296.0,1.040695421
1035953.0,6.7,0,0,0,2.74,3,0,0,612.0,0.6549129108
