revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating,mpaa_rating,director,writer,actor,seasonal_index
845286.0,6.4,0,0,160000000.0,2.23,3,0,0,391.0,0.6532841
504222.0,7.0,0,0,50000000.0,2.58,4,0,0,573.0,0.7194038481
578121.0,5.8,0,0,125000000.0,1.9,3,0,0,1048.0,0.9400340884
1366682.0,8.6,0,0,165000000.0,3.6,3,332.0,332.0,172.0,0.9732969783
1140226.0,7.8,0,0,145000000.0,2.94,2,0,0,622.0,1.040695421
578479.0,8.1,0,0,61000000.0,3.6,4,779.0,0,324.0,1.284840139
457362.0,6.7,0,0,85000000.0,2.69,3,0,0,479.0,0.6549129108
339414.0,6.3,0,0,18000000.0,0,4,0,0,244.0,0.6532841
725902.0,6.3,0,0,103000000.0,2.65,1,0,0,826.0,0.6549129108
98362.0,6.0,0,0,50000000.0,2.61,2,0,0,317.0,0.6549129108
409811.0,6.4,0,0,40000000.0,2.49,4,0,0,367.0,0.9400340884
297673.0,7.8,0,0,12000000.0,3.35,3,0,0,473.0,0.7194038481
360496.0,7.2,0,0,65000000.0,2.64,3,301.0,0,228.0,0.9241723657
346695.0,6.2,0,0,127000000.0,2.89,2,0,0,724.0,0.996680935
382985.0,6.8,0,0,145000000.0,3.23,2,0,0,0,0.7147995517
685514.0,6.2,0,0,110000000.0,1.82,4,0,0,363.0,0.7147995517
653345.0,6.8,0,0,34000000.0,2.46,3,0,0,414.0,0.9029712391
329316.0,7.2,0,0,55000000.0,2.42,4,1442.0,0,286.0,0.9029712391
708699.0,5.8,0,0,125000000.0,2.31,3,1608.0,1608.0,432.0,0.6549129108
451149.0,7.9,0,0,178000000.0,2.88,3,0,0,413.0,0.7194038481
254899.0,7.0,0,0,50000000.0,2.7,3,0,0,525.0,0.6549129108
340803.0,8.0,0,0,0,3.45,3,0,0,271.0,0.9241723657
816838.0,5.6,0,0,40000000.0,1.79,3,0,0,399.0,0.9732969783
117804.0,5.3,0,0,65000000.0,2.17,2,0,0,577.0,0.6549129108
603696.0,7.6,0,0,68000000.0,2.45,4,0,0,214.0,1.284840139
416310.0,5.4,0,0,6500000.0,2.58,4,0,0,266.0,1.284840139
462852.0,6.0,0,0,40000000.0,2.17,3,0,0,484.0,0.6549129108
520808.0,6.7,0,0,132000000.0,2.56,2,0,0,0,2.194908423
414464.0,6.5,0,0,17000000.0,0,4,0,0,848.0,0.9029712391
501552.0,6.1,0,0,70000000.0,1.95,3,429.0,429.0,554.0,0.996680935
154476.0,6.0,0,0,100000000.0,2.59,3,0,0,656.0,1.040695421
114303.0,6.5,0,0,9000000.0,2.72,4,0,0,492.0,1.040695421
768417.0,6.0,0,0,140000000.0,2.27,3,587.0,0,250.0,2.194908423
92300.0,5.8,0,938.0,42000000.0,0,2,0,0,854.0,1.040695421
496316.0,8.1,0,0,25000000.0,4.08,4,112.0,112.0,821.0,0.7147995517
692317.0,6.0,0,0,50000000.0,2.17,2,0,0,811.0,0.9400340884
555296.0,6.2,0,0,100000000.0,2.54,3,0,0,481.0,0.996680935
455109.0,6.3,0,0,70000000.0,1.81,3,0,0,332.0,1.284840139
111865.0,7.3,0,0,22000000.0,0,2,0,0,785.0,0.9029712391
110392.0,4.5,0,0,5000000.0,1.53,3,0,0,19.0,1.284840139
156416.0,6.8,0,0,60000000.0,2.93,2,0,0,1007.0,0.9029712391
232247.0,6.2,0,0,60000000.0,2.19,3,510.0,0,316.0,0.9241723657
15329.0,6.8,0,0,11000000.0,0,3,0,0,427.0,0.9029712391
124690.0,5.8,0,0,50000000.0,2.23,3,0,0,867.0,0.9400340884
22850.0,6.5,0,0,40000000.0,0.99,3,0,0,436.0,0.7194038481
391424.0,6.5,0,0,66000000.0,1.85,3,0,0,676.0,0.7147995517
194560.0,6.1,0,0,40000000.0,1.97,4,1592.0,1592.0,663.0,0.6532841
51796.0,7.3,0,0,20000000.0,1.96,4,0,0,130.0,1.284840139
93529.0,7.7,0,0,18000000.0,4.15,4,0,0,867.0,0.9241723657
205044.0,6.1,0,0,0,2.25,3,0,338.0,286.0,0.9400340884
199162.0,5.1,0,0,40000000.0,2.06,4,0,1160.0,868.0,1.040695421
89218.0,7.1,0,0,0,3.71,4,0,0,648.0,0.9241723657
129274.0,7.7,0,0,15000000.0,3.25,3,0,0,652.0,0.9241723657
220035.0,5.0,0,0,5000000.0,0,4,0,0,0,0.9241723657
33804.0,6.6,0,0,0,2.81,4,602.0,602.0,271.0,1.284840139
93616.0,6.2,0,0,30000000.0,2.15,4,0,0,681.0,1.040695421
40510.0,6.5,0,0,5000000.0,2.31,4,0,0,260.0,0.7194038481
89304.0,6.5,0,0,28000000.0,2.36,4,0,0,262.0,1.284840139
50678.0,7.9,0,0,4000000.0,4.36,4,0,0,1235.0,0.9029712391
56101.0,5.5,0,0,100000000.0,1.56,3,0,0,828.0,0.6549129108
56163.0,6.3,0,0,100000000.0,1.88,3,0,0,528.0,0.7194038481
47651.0,6.2,0,0,0,0,4,0,0,1016.0,0.9029712391
41885.0,5.7,0,0,28000000.0,1.48,3,0,0,0,0.6549129108
26805.0,5.1,0,0,65000000.0,1.17,3,0,0,0,0.996680935
44552.0,6.8,0,0,0,3.44,4,0,0,552.0,0.9029712391
28773.0,7.4,0,0,0,0,4,0,0,526.0,1.040695421
40427.0,5.8,0,0,0,0,3,0,0,1436.0,1.284840139
25311.0,7.0,0,0,0,3.39,3,0,0,718.0,0.7147995517
119550.0,6.5,0,0,0,2.5,4,0,0,613.0,0.9400340884
19774.0,8.5,0,0,3300000.0,3.49,4,0,0,534.0,0.996680935
20051.0,7.0,0,0,0,3.58,4,0,0,583.0,2.194908423
113040.0,6.6,0,0,0,2.56,3,1186.0,1186.0,806.0,0.9400340884
16703.0,7.0,0,0,20000000.0,3.83,4,0,0,295.0,0.6549129108
9812.0,6.8,0,0,0,3.41,4,0,0,552.0,1.284840139
53478.0,7.8,0,0,0,3.67,3,0,0,0,0.6549129108
36678.0,7.8,0,0,0,3.81,2,0,0,0,0.6549129108
29620.0,6.8,0,0,0,3.26,4,0,0,0,2.194908423
37312.0,7.4,0,0,0,4.11,3,0,0,0,1.284840139
33108.0,8.1,0,0,0,3.63,4,0,0,0,0.9241723657
20202.0,6.8,0,0,0,3.05,3,0,0,0,0.9400340884
11652.0,8.1,0,0,0,3.09,0,0,0,0,0.9400340884
27695.0,7.4,0,0,0,3.03,3,0,0,467.0,0.9732969783
33478.0,6.6,0,0,0,3.05,4,1496.0,1496.0,1206.0,0.9732969783
5210.0,6.7,0,0,0,3.13,4,0,0,1110.0,0.9241723657
24693.0,7.3,0,0,0,3.51,4,0,0,0,0.9241723657
25257.0,6.5,0,0,0,3.61,4,0,0,0,0.9732969783
451.0,5.4,0,0,0,0,4,1249.0,1249.0,1143.0,0.996680935
40629.0,7.8,0,0,0,3.94,4,0,0,1413.0,2.194908423
17644.0,7.4,0,0,0,4.01,3,0,0,635.0,0.9029712391
13134.0,7.1,0,0,0,3.83,4,0,0,452.0,0.6532841
31801.0,7.6,0,0,0,4.0,4,0,0,0,0.7147995517
11090.0,6.4,0,0,0,0,4,0,0,204.0,0.9029712391
23272.0,8.1,1.0,27.0,0,3.65,2,0,0,1783.0,0.9029712391
51188.0,7.0,0,0,0,3.54,0,1356.0,1356.0,1278.0,0.9241723657
30818.0,8.0,0,0,0,2.88,3,0,0,0,0.7194038481
19894.0,7.8,0,0,0,3.81,0,0,0,0,0.996680935
25650.0,6.4,0,0,0,0,0,0,0,0,0.9732969783
14043.0,6.5,0,0,0,0,0,0,0,0,2.194908423
266247.0,7.2,0,0,0,3.64,0,0,0,0,1.284840139
36720.0,6.1,0,0,0,3.23,0,0,0,0,2.194908423
21060.0,7.4,0,0,0,3.68,0,0,0,731.0,0.9400340884
7111.0,7.1,0,0,0,2.83,0,0,0,1301.0,1.040695421
131967.0,6.3,0,0,0,2.48,0,0,0,0,1.284840139
10403.0,4.6,0,0,0,0,0,0,0,0,0.7194038481
2751512.0,7.5,0,0,130000000.0,3.45,3,0,0,520.0,0.9732969783
1782207.0,7.2,0,0,200000000.0,3.03,3,1878.0,1150.0,549.0,0.6549129108
2475889.0,7.5,0,0,150000000.0,3.6,2,0,0,416.0,0.9241723657
896702.0,7.4,0,0,76000000.0,3.03,2,0,0,422.0,0.7194038481
1134513.0,7.1,0,0,225000000.0,2.54,3,0,0,283.0,0.7194038481
954656.0,7.8,0,0,100000000.0,3.94,3,0,0,534.0,1.284840139
472061.0,7.3,0,0,0,3.03,1,0,0,946.0,1.040695421
4067604.0,7.9,0,0,0,3.49,3,1703.0,0,1016.0,2.194908423
1339372.0,5.1,0,0,160000000.0,1.94,3,0,0,0,0.6532841
811662.0,6.3,0,0,215000000.0,2.35,2,0,0,73.0,0.7147995517
189182.0,7.8,0,0,190000000.0,3.52,3,1896.0,0,778.0,0.6532841
1162406.0,7.0,0,0,170000000.0,2.65,3,0,0,120.0,1.284840139
960378.0,7.0,0,0,190000000.0,2.89,3,0,0,434.0,1.040695421
829993.0,7.2,0,0,135000000.0,2.98,2,0,0,178.0,0.7147995517
359183.0,6.6,0,0,43000000.0,3.06,4,0,0,353.0,0.9400340884
326995.0,7.0,0,0,37000000.0,0,4,0,0,468.0,0.9029712391
414591.0,7.3,0,0,40000000.0,3.92,4,0,0,296.0,0.996680935
533243.0,7.3,0,0,105000000.0,2.91,3,0,0,288.0,0.6532841
194654.0,7.5,0,0,20000000.0,2.97,4,0,0,518.0,0.9029712391
51084.0,5.7,0,0,35000000.0,1.95,4,0,0,525.0,0.6532841
242535.0,5.4,0,0,80000000.0,0.87,3,0,223.0,223.0,1.040695421
827629.0,6.7,0,0,120000000.0,2.35,3,0,0,99.0,1.040695421
175228.0,6.3,0,0,50000000.0,2.39,3,0,436.0,448.0,2.194908423
65506.0,7.5,0,0,40000000.0,2.11,4,0,0,407.0,0.996680935
352816.0,5.8,0,0,130000000.0,1.81,3,0,0,243.0,0.7147995517
350814.0,6.4,0,0,78000000.0,2.48,2,0,1935.0,474.0,0.9732969783
120290.0,7.3,0,0,75000000.0,2.77,3,0,0,1220.0,1.040695421
821833.0,8.2,0,0,100000000.0,3.36,4,560.0,0,237.0,0.9241723657
139777.0,7.2,0,0,30000000.0,2.89,3,0,0,1005.0,1.284840139
1236797.0,5.9,0,0,103000000.0,1.48,4,0,0,937.0,0.6532841
401824.0,6.7,0,0,100000000.0,2.63,2,0,0,817.0,0.6532841
369129.0,7.8,0,0,55000000.0,3.54,3,0,0,177.0,1.284840139
67167.0,6.5,0,0,15000000.0,2.12,4,0,0,0,1.284840139
519159.0,6.9,0,0,190000000.0,2.85,3,613.0,613.0,606.0,0.9400340884
20881.0,6.6,0,0,32000000.0,2.72,4,342.0,342.0,345.0,1.284840139
169420.0,6.5,0,0,70000000.0,1.49,4,1442.0,0,423.0,0.6532841
708821.0,6.6,0,0,115000000.0,3.43,4,0,0,302.0,0.9400340884
1269215.0,5.7,0,0,50000000.0,1.78,2,0,0,0,0.9029712391
561869.0,6.5,0,0,215000000.0,2.79,3,0,0,461.0,1.040695421
690204.0,7.0,0,0,120000000.0,2.67,3,0,0,572.0,0.6549129108
174733.0,6.6,0,0,5000000.0,1.98,3,0,0,0,1.284840139
58373.0,7.5,0,0,35000000.0,3.17,3,0,0,255.0,0.7147995517
605134.0,6.5,0,0,135000000.0,2.47,2,0,0,1053.0,1.284840139
191533.0,6.7,0,0,61000000.0,2.44,4,0,0,165.0,1.284840139
275491.0,6.4,0,0,150000000.0,2.42,3,0,0,554.0,0.9029712391
134728.0,6.2,0,0,15000000.0,2.44,3,0,0,535.0,0.6549129108
816653.0,5.4,0,0,105000000.0,1.58,2,0,0,606.0,0.9029712391
195866.0,5.9,0,0,90000000.0,2.2,2,0,0,23.0,0.9400340884
827582.0,5.3,0,0,92000000.0,1.62,4,0,0,264.0,0.996680935
230917.0,6.3,0,0,195000000.0,2.39,3,0,0,825.0,0.6549129108
83348.0,5.7,0,0,3000000.0,2.01,4,0,0,661.0,1.040695421
96737.0,6.6,0,0,28000000.0,2.11,3,0,0,731.0,0.9732969783
151559.0,6.7,0,0,110000000.0,2.2,3,0,0,264.0,0.9732969783
185581.0,8.1,0,0,46000000.0,3.76,4,1200.0,0,164.0,0.9732969783
464523.0,4.9,0,0,130000000.0,1.65,3,1136.0,1136.0,205.0,0.7194038481
440148.0,7.3,0,0,90000000.0,3.02,2,603.0,0,542.0,0.9241723657
130229.0,8.1,0,0,20000000.0,4.29,4,0,0,602.0,2.194908423
221164.0,7.2,0,0,50000000.0,1.17,4,0,0,0,0.996680935
146840.0,6.5,0,0,17000000.0,1.99,4,0,0,970.0,0.6532841
58090.0,6.7,0,0,84000000.0,1.87,3,0,0,524.0,0.9400340884
28878.0,6.7,0,0,13000000.0,2.73,4,0,0,58.0,0.6532841
149955.0,6.4,0,0,26000000.0,2.08,4,0,0,0,0.9029712391
384702.0,6.7,0,0,60000000.0,2.26,4,0,0,554.0,0.9241723657
45378.0,8.1,0,0,10000000.0,3.6,3,83.0,0,551.0,0.7194038481
148318.0,6.3,0,0,58000000.0,1.75,3,0,1400.0,883.0,0.7194038481
80792.0,6.4,0,0,38000000.0,1.77,4,0,0,1143.0,0.9029712391
198650.0,7.2,0,0,0,3.29,4,0,0,747.0,0.996680935
103423.0,7.6,0,0,12000000.0,4.02,3,0,0,1982.0,2.194908423
56756.0,6.3,0,0,30000000.0,2.21,4,0,0,486.0,0.9732969783
329910.0,5.2,0,0,80000000.0,2.24,2,0,0,424.0,2.194908423
67629.0,5.9,0,0,30000000.0,2.31,4,0,0,440.0,0.9732969783
177140.0,4.8,0,0,0,1.52,4,0,0,713.0,0.996680935
100346.0,7.3,0,0,0,3.8,3,1186.0,1186.0,782.0,0.9400340884
63165.0,7.1,0,0,0,3.29,4,1313.0,0,521.0,0.6549129108
108769.0,3.5,0,0,20000000.0,0.99,3,0,0,1588.0,0.7194038481
261483.0,5.9,0,0,60000000.0,2.32,3,0,0,558.0,0.9400340884
98108.0,6.4,0,0,26000000.0,2.11,3,0,0,629.0,0.9241723657
280853.0,4.1,0,0,10000000.0,1.93,2,0,0,0,0.9400340884
175925.0,6.6,0,0,28000000.0,3.12,4,0,0,319.0,0.9400340884
102202.0,8.0,0,0,5000000.0,3.62,4,0,0,167.0,0.7147995517
192579.0,8.1,0,0,38000000.0,3.53,4,632.0,0,233.0,1.284840139
167229.0,5.9,0,0,40000000.0,1.68,3,0,0,180.0,0.7147995517
56843.0,8.0,0,0,23000000.0,3.71,4,0,0,162.0,0.996680935
146839.0,6.7,0,0,0,2.24,4,0,0,328.0,2.194908423
86960.0,6.6,0,0,3000000.0,2.64,4,729.0,729.0,528.0,1.284840139
24890.0,7.4,0,0,0,3.26,3,0,0,554.0,1.040695421
202530.0,7.6,0,0,0,2.72,3,0,0,1613.0,0.996680935
120413.0,7.3,0,0,15000000.0,3.64,4,0,0,740.0,0.6549129108
211415.0,6.2,0,0,60000000.0,2.65,3,0,0,333.0,0.996680935
190502.0,5.6,0,0,30000000.0,1.79,4,0,0,348.0,0.9029712391
46201.0,6.5,0,0,0,2.94,4,0,0,0,0.9732969783
32072.0,6.8,0,0,0,2.94,3,0,0,951.0,0.996680935
15546.0,7.7,0,0,12000000.0,3.68,4,0,0,0,0.996680935
201279.0,5.3,0,0,25000000.0,2.06,4,587.0,0,459.0,0.9732969783
82034.0,5.9,0,0,12000000.0,2.48,3,1785.0,1930.0,310.0,0.9732969783
42874.0,7.5,0,0,0,4.01,4,0,0,257.0,0.9241723657
114355.0,7.8,0,0,0,2.79,4,0,0,183.0,1.284840139
40810.0,5.3,0,0,5000000.0,3.14,4,0,0,1154.0,0.7194038481
41570.0,7.5,0,0,0,3.94,4,0,0,511.0,0.996680935
3339.0,5.0,0,0,20000000.0,1.17,3,0,0,0,2.194908423
82802.0,7.1,0,0,0,2.96,3,0,0,206.0,0.9241723657
42366.0,7.9,0,0,0,3.54,4,0,0,775.0,0.9029712391
14444.0,5.7,0,0,35000000.0,1.7,3,0,0,790.0,0.9029712391
114018.0,7.2,0,0,5000000.0,3.1,2,0,0,0,2.194908423
86611.0,5.6,0,0,0,3.3,4,0,0,24.0,0.7194038481
31731.0,7.4,0,0,0,3.51,4,0,782.0,519.0,0.9400340884
59341.0,7.8,0,0,0,3.94,0,0,0,0,0.7147995517
14376.0,7.4,0,0,0,3.73,4,0,0,0,0.6549129108
7712.0,6.9,0,0,20000000.0,2.94,4,1785.0,0,688.0,0.7194038481
15633.0,6.5,0,0,0,2.54,4,0,0,0,0.6532841
3596.0,6.3,0,0,0,2.0,3,0,0,520.0,0.996680935
17436.0,7.0,0,0,0,3.05,3,0,0,1060.0,0.7194038481
82117.0,6.0,0,0,0,0,4,0,0,1002.0,0.9732969783
11416.0,7.6,0,0,0,4.11,3,0,0,0,0.7194038481
54684.0,7.2,0,0,0,2.67,3,0,0,1030.0,0.7147995517
21681.0,5.6,0,0,0,0,4,0,0,0,1.040695421
22420.0,7.8,0,0,0,4.08,3,0,0,0,0.996680935
9716.0,6.3,0,0,0,3.23,3,0,0,0,0.9400340884
4899.0,7.5,0,0,0,0,2,0,0,937.0,2.194908423
38466.0,5.7,0,0,0,1.91,4,0,0,1063.0,0.6532841
168910.0,8.3,0,0,0,3.93,4,0,0,841.0,0.6549129108
11771.0,6.9,0,0,0,3.26,4,0,0,1171.0,0.6532841
31787.0,7.4,0,0,0,3.68,4,0,0,0,0.7147995517
10772.0,6.4,0,0,0,0,3,0,0,0,1.040695421
7602.0,6.9,0,0,0,3.61,4,0,0,0,0.9400340884
8842.0,7.6,0,0,0,3.53,0,0,0,0,0.6532841
6090.0,6.9,0,0,0,3.27,0,0,0,0,0.9400340884
4966.0,6.5,0,0,0,3.13,0,0,0,0,1.040695421
67827.0,5.7,0,0,0,2.51,4,0,0,320.0,0.6549129108
19300.0,7.3,0,0,0,4.21,0,0,0,0,0.7147995517
7855.0,7.9,0,0,0,0,4,0,0,365.0,1.040695421
2288528.0,8.1,0,0,220000000.0,0,3,0,0,105.0,0.6549129108
2081565.0,8.4,0,0,250000000.0,0,3,332.0,332.0,152.0,1.040695421
1331296.0,7.2,0,0,78000000.0,0,3,0,0,520.0,0.7147995517
2878058.0,7.8,0,0,200000000.0,0,3,0,0,432.0,1.284840139
3905089.0,7.9,0,0,0,0,3,1703.0,0,1016.0,2.194908423
2312287.0,5.5,0,0,120000000.0,0,3,0,0,0,0.9732969783
1163265.0,7.0,0,0,230000000.0,0,3,0,0,612.0,1.040695421
1507098.0,7.1,0,0,185000000.0,0,2,0,0,616.0,0.9400340884
697034.0,7.0,0,0,50000000.0,0,4,0,0,0,1.284840139
712277.0,6.9,0,0,145000000.0,0,2,0,0,993.0,0.9400340884
192097.0,6.4,0,0,70000000.0,0,2,0,0,776.0,0.7147995517
109640.0,7.7,0,0,165000000.0,0,2,0,0,1704.0,0.996680935
99206.0,7.4,0,0,65000000.0,3.45,3,83.0,0,465.0,0.9241723657
470943.0,5.8,0,0,225000000.0,0,3,0,0,0,0.6532841
1169193.0,8.4,0,0,100000000.0,3.74,4,206.0,206.0,645.0,0.9241723657
1284411.0,6.6,0,0,95000000.0,0,2,0,0,0,0.7194038481
685150.0,6.1,0,0,170000000.0,0,3,0,0,236.0,0.7194038481
562617.0,7.6,0,0,61000000.0,0,3,0,0,300.0,0.9241723657
618972.0,7.1,0,0,85000000.0,0,2,0,0,446.0,1.284840139
410840.0,6.3,0,0,45000000.0,0,3,0,0,298.0,1.284840139
167560.0,7.2,0,0,42000000.0,0,4,0,0,573.0,0.6549129108
255994.0,7.7,0,0,44500000.0,0,4,325.0,0,503.0,0.9732969783
1804827.0,7.0,0,0,130000000.0,0,4,587.0,0,489.0,0.7194038481
324014.0,6.8,0,0,85000000.0,0,4,0,0,145.0,0.996680935
124655.0,6.8,0,0,30000000.0,0,3,0,1944.0,513.0,0.6532841
604439.0,7.9,0,0,120000000.0,0,2,0,0,0,2.194908423
69940.0,6.1,0,0,7000000.0,0,4,1313.0,0,596.0,0.9400340884
416689.0,6.7,0,0,125000000.0,0,3,0,0,349.0,0.9400340884
326245.0,5.8,0,0,79000000.0,0,2,1617.0,0,503.0,0.996680935
361441.0,7.3,0,0,145000000.0,0,2,0,0,713.0,0.9732969783
160532.0,7.4,0,0,40000000.0,3.79,4,0,0,173.0,0.996680935
207261.0,7.3,0,0,31000000.0,3.1,4,0,0,144.0,0.9241723657
105011.0,6.1,0,0,0,0,4,0,0,597.0,0.9029712391
366471.0,6.6,0,0,100000000.0,0,4,0,338.0,338.0,0.9400340884
418046.0,5.8,0,0,150000000.0,0,3,0,0,338.0,0.7147995517
646148.0,7.0,0,0,60000000.0,2.46,3,0,0,70.0,0.9241723657
599289.0,6.2,0,0,150000000.0,0,3,0,0,211.0,0.6532841
526701.0,6.6,0,0,250000000.0,0,3,0,0,767.0,0.7147995517
223365.0,7.4,0,0,30000000.0,0,4,0,0,334.0,0.9029712391
527884.0,5.8,0,0,209000000.0,0,3,0,0,452.0,0.6549129108
65478.0,7.2,0,0,17000000.0,2.61,3,0,0,853.0,0.996680935
51038.0,5.6,0,0,85000000.0,0,2,0,0,448.0,0.7147995517
150495.0,7.1,0,0,12000000.0,0,3,0,0,393.0,0.996680935
106213.0,6.3,0,0,0,0,3,0,0,812.0,0.9029712391
79897.0,6.4,0,0,70000000.0,0,4,0,0,309.0,0.7147995517
145330.0,6.5,0,0,0,0,3,0,0,209.0,0.6549129108
549699.0,6.4,0,0,65000000.0,0,4,0,1104.0,1044.0,0.6532841
237452.0,6.3,0,0,125000000.0,0,3,0,0,688.0,0.9400340884
349558.0,7.2,0,0,18000000.0,0,3,0,0,0,0.6549129108
643923.0,6.7,0,0,50000000.0,0,4,0,0,1051.0,0.6549129108
101787.0,7.0,0,0,60000000.0,0,2,0,0,314.0,0.9029712391
319790.0,6.3,0,0,65000000.0,0,3,0,0,255.0,0.996680935
