revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating,mpaa_rating,director,writer,actor,seasonal_index
173515.0,6.7,0,0,0,0,4,0,0,0,0.6549129108
45734.0,6.4,0,0,0,0,3,0,0,569.0,0.6549129108
440183.0,4.6,0,0,5000000.0,0,4,0,0,0,1.284840139
118102.0,4.2,0,0,1000000.0,0,4,0,0,0,0.7147995517
78373.0,6.8,0,0,3000000.0,0,4,0,0,775.0,0.9732969783
209179.0,6.5,0,0,45000000.0,0,4,0,0,416.0,1.284840139
129447.0,7.3,0,0,10000000.0,0,3,0,0,1466.0,0.7147995517
75584.0,7.8,0,0,16000000.0,0,3,112.0,112.0,264.0,0.7194038481
316537.0,6.5,0,0,0,0,2,0,0,339.0,0.996680935
372794.0,5.4,0,0,65000000.0,0,4,0,0,570.0,0.9029712391
28575.0,7.0,0,0,0,0,4,0,0,109.0,0.6532841
36329.0,5.7,0,0,40000000.0,0,3,0,0,577.0,0.6532841
108815.0,8.1,0,0,0,0,1,0,0,0,2.194908423
46554.0,7.6,0,0,7000000.0,0,4,0,0,271.0,0.9732969783
90941.0,5.9,0,0,75000000.0,0,3,0,372.0,504.0,0.7194038481
292647.0,5.9,0,0,69000000.0,0,4,0,0,0,1.040695421
63448.0,7.3,0,0,0,0,4,0,0,378.0,0.9029712391
141406.0,5.7,0,0,68000000.0,0,4,0,342.0,865.0,0.9400340884
41700.0,7.0,0,0,39000000.0,3.77,2,0,0,917.0,0.9241723657
291896.0,6.7,0,0,55000000.0,0,2,0,0,452.0,0.7147995517
152216.0,7.5,0,0,0,3.08,4,0,0,177.0,0.996680935
2027.0,6.5,0,0,35000000.0,0,3,0,0,555.0,1.284840139
45388.0,7.6,0,0,0,0,1,0,0,1388.0,0.9732969783
64683.0,7.6,0,0,0,0,3,0,0,501.0,0.7147995517
50620.0,5.0,0,0,0,0,4,0,0,853.0,0.7194038481
142934.0,6.3,0,0,0,0,4,1186.0,1186.0,1103.0,0.9400340884
37418.0,7.1,0,0,0,3.37,4,899.0,899.0,562.0,0.996680935
87667.0,7.1,0,0,50000000.0,0,4,0,0,486.0,1.284840139
147056.0,6.6,0,0,0,3.36,4,0,0,574.0,0.996680935
105564.0,7.3,0,0,0,4.07,3,0,0,0,0.9241723657
283775.0,8.5,0,0,0,0,4,0,0,0,0.9029712391
75247.0,6.8,0,0,0,0,3,0,0,336.0,0.6549129108
41472.0,6.6,0,0,0,0,4,0,0,0,0.9732969783
13108.0,6.6,0,0,0,0,4,0,122.0,309.0,0.9400340884
28026.0,6.2,0,0,0,0,4,0,0,1609.0,0.6549129108
26241.0,7.9,0,0,8900000.0,0,3,0,0,0,0.9732969783
4238.0,5.9,0,0,0,2.76,4,0,0,975.0,1.040695421
104227.0,6.8,0,0,0,3.01,3,0,0,495.0,0.996680935
1004.0,7.1,0,0,0,0,3,0,0,0,0.9732969783
23193.0,7.5,0,0,0,0,4,0,0,693.0,2.194908423
36266.0,6.7,0,0,0,0,4,0,0,901.0,0.9732969783
78196.0,7.6,0,0,0,0,4,0,0,443.0,0.6549129108
24593.0,7.4,0,0,0,0,3,0,0,0,0.9241723657
18130.0,6.6,0,0,0,0,4,0,0,743.0,1.040695421
140331.0,7.6,0,0,0,0,4,0,0,1301.0,0.9732969783
13183.0,6.2,0,0,0,0,3,0,0,0,0.9400340884
808.0,5.7,0,0,0,0,3,0,0,597.0,0.9732969783
15417.0,5.0,0,0,0,0,4,0,0,867.0,0.9029712391
14157.0,6.1,0,0,0,0,4,0,0,594.0,1.040695421
18838.0,7.1,0,0,0,0,0,0,0,1354.0,0.9732969783
24819.0,6.3,0,0,0,0,3,0,0,0,1.040695421
66777.0,5.3,0,0,0,0,4,0,0,498.0,1.284840139
15542.0,7.3,0,0,0,0,0,0,0,0,0.6532841
9606.0,7.3,0,0,0,0,0,1021.0,1021.0,0,0.996680935
1365475.0,6.2,0,0,0,0,4,0,0,0,0.9241723657
270189.0,6.5,0,0,0,0,0,0,0,153.0,2.194908423
147147.0,5.9,0,0,0,0,4,0,0,0,0.6549129108
33072.0,6.1,0,0,0,0,0,0,0,0,0.7147995517
31221.0,6.4,0,0,0,0,0,0,0,1394.0,0.7147995517
3425257.0,8.1,0,0,0,0,3,0,0,0,1.040695421
1216066.0,6.3,0,0,195000000.0,0,3,1448.0,0,257.0,0.7194038481
2350930.0,6.4,0,0,110000000.0,0,3,0,0,0,0.9732969783
1122607.0,6.5,0,0,80000000.0,0,4,0,0,937.0,0.6532841
3419675.0,6.6,0,0,250000000.0,0,3,0,0,650.0,0.6532841
960030.0,7.3,0,0,125000000.0,0,3,0,0,165.0,0.6532841
1050893.0,7.4,0,0,145000000.0,0,3,1450.0,0,371.0,0.9241723657
2006735.0,6.2,0,0,200000000.0,0,1,0,0,929.0,0.9400340884
1145200.0,7.5,0,0,0,0,3,1670.0,0,510.0,2.194908423
623099.0,7.0,0,0,150000000.0,0,3,510.0,0,272.0,0.6549129108
600908.0,7.6,0,0,93000000.0,0,3,0,0,109.0,0.9400340884
502855.0,6.9,0,0,140000000.0,0,3,0,0,259.0,0.9400340884
131567.0,8.1,0,0,25000000.0,0,3,0,0,213.0,0.9029712391
381072.0,6.8,0,0,32500000.0,0,4,0,482.0,920.0,1.040695421
545729.0,7.3,0,0,150000000.0,0,2,0,0,535.0,0.7194038481
1153161.0,6.7,0,0,130000000.0,0,2,0,0,439.0,0.996680935
622813.0,7.8,0,0,160000000.0,0,3,0,0,171.0,0.7194038481
555913.0,6.9,0,0,90000000.0,0,1,0,0,0,0.6549129108
1118644.0,5.5,0,0,110000000.0,0,2,0,0,1459.0,0.9029712391
418866.0,4.4,0,0,75000000.0,0,1,0,0,1468.0,2.194908423
522919.0,7.0,0,0,50000000.0,0,3,1896.0,1896.0,1159.0,0.7194038481
309628.0,7.2,0,0,135000000.0,0,2,0,0,271.0,0.7147995517
136641.0,6.9,0,0,35000000.0,0,4,0,1935.0,986.0,0.9400340884
253634.0,5.5,0,0,63000000.0,0,2,0,0,744.0,0.6549129108
212626.0,5.8,0,0,5000000.0,0,4,0,0,0,1.284840139
218627.0,6.4,0,0,80000000.0,0,3,0,0,351.0,0.996680935
440929.0,7.8,0,0,90000000.0,3.4,4,779.0,0,176.0,2.194908423
242254.0,5.7,0,0,20000000.0,0,4,0,0,868.0,0.7194038481
220676.0,6.0,0,0,163000000.0,0,3,0,0,258.0,0.9400340884
144787.0,7.0,0,0,0,0,1,0,0,0,0.7147995517
365227.0,5.8,0,0,120000000.0,0,3,0,342.0,776.0,0.9241723657
337924.0,7.8,0,0,0,0,1,0,0,0,0.9241723657
248442.0,7.1,0,0,0,0,3,0,0,183.0,0.9732969783
234677.0,7.4,0,0,50000000.0,0,3,0,0,481.0,0.9029712391
129884.0,5.8,0,0,70000000.0,0,3,0,0,0,0.6549129108
316836.0,6.0,0,0,75000000.0,0,4,0,0,604.0,0.9732969783
183040.0,7.3,0,0,0,0,4,0,0,335.0,0.9241723657
57893.0,5.2,0,0,80000000.0,0,2,0,0,743.0,0.9029712391
149917.0,7.2,0,0,66000000.0,0,3,83.0,0,1493.0,0.996680935
97576.0,7.8,0,0,27000000.0,0,3,0,0,774.0,0.6549129108
180014.0,6.2,0,0,75000000.0,0,3,0,0,1012.0,0.9732969783
2288201.0,7.4,0,0,0,0,2,83.0,0,307.0,1.284840139
318336.0,6.6,0,0,60000000.0,0,3,1313.0,0,502.0,1.284840139
16790.0,7.6,0,0,50000000.0,0,3,0,1930.0,347.0,2.194908423
41770.0,3.4,0,0,79000000.0,0,2,0,223.0,446.0,0.7147995517
185041.0,6.4,0,0,0,0,2,560.0,0,101.0,0.7147995517
130817.0,1.6,0,0,13000000.0,0,1,0,0,0,0.7147995517
92601.0,6.2,0,0,25000000.0,0,4,0,0,553.0,0.6549129108
139001.0,6.0,0,0,55000000.0,0,2,0,0,158.0,1.040695421
249225.0,5.9,0,0,0,0,2,0,0,640.0,2.194908423
36408.0,6.9,0,0,30000000.0,0,3,0,0,364.0,0.7194038481
228984.0,7.1,0,0,50200000.0,0,3,0,0,122.0,0.7147995517
261858.0,6.9,0,0,38000000.0,0,3,0,0,937.0,0.6549129108
52061.0,7.3,0,0,40000000.0,0,4,0,0,608.0,0.6532841
177713.0,7.7,0,0,17000000.0,0,3,1186.0,1186.0,533.0,0.9029712391
204881.0,6.6,0,0,35000000.0,0,4,0,0,123.0,0.9029712391
539792.0,6.1,0,0,60000000.0,0,3,0,0,692.0,0.7147995517
90767.0,7.5,0,0,32000000.0,0,3,0,0,313.0,0.9400340884
156244.0,5.7,0,0,56000000.0,0,3,0,0,728.0,2.194908423
66269.0,6.8,0,0,1500000.0,0,3,0,0,558.0,0.6532841
273430.0,7.1,0,0,0,0,2,0,0,170.0,2.194908423
129239.0,7.9,0,0,15000000.0,0,3,0,0,599.0,0.7147995517
120836.0,5.9,0,0,40000000.0,0,4,0,0,0,0.9029712391
79326.0,7.1,0,0,0,0,4,429.0,429.0,854.0,0.9732969783
32768.0,6.8,0,0,30000000.0,0,3,0,0,478.0,1.040695421
116330.0,5.9,0,0,35000000.0,0,3,0,0,54.0,0.7194038481
305730.0,3.5,0,0,27000000.0,0,2,0,0,1219.0,0.9029712391
265755.0,6.2,0,0,40000000.0,0,4,0,0,778.0,0.6549129108
130803.0,4.4,0,0,32000000.0,0,3,0,0,971.0,0.7147995517
147487.0,5.4,0,0,42000000.0,0,3,0,0,453.0,0.6549129108
366971.0,6.7,0,0,40000000.0,0,3,0,0,381.0,1.284840139
69781.0,6.6,0,0,35000000.0,0,4,258.0,0,393.0,0.9241723657
80534.0,6.4,0,0,40000000.0,0,3,0,0,156.0,0.9029712391
249302.0,6.1,0,0,82000000.0,0,3,0,0,532.0,0.6549129108
75952.0,6.1,0,0,30000000.0,0,3,177.0,177.0,318.0,0.9029712391
134476.0,7.8,0,0,15000000.0,0,4,0,0,422.0,0.9732969783
31862.0,7.7,0,0,8000000.0,0,4,0,0,461.0,0.9241723657
122043.0,6.0,0,0,37000000.0,0,3,0,0,514.0,0.7147995517
32894.0,5.7,0,0,40000000.0,0,3,0,0,414.0,0.6532841
26209.0,6.9,0,0,0,0,3,0,0,270.0,0.996680935
322071.0,6.4,0,0,0,0,3,0,0,579.0,0.996680935
127312.0,5.7,0,0,60000000.0,0,3,0,0,613.0,0.7194038481
335002.0,7.2,0,0,30000000.0,0,1,0,0,0,1.284840139
140210.0,7.1,0,0,0,0,4,0,0,0,2.194908423
539359.0,5.9,0,0,30000000.0,0,4,0,0,0,0.996680935
259336.0,4.9,0,0,30000000.0,0,3,0,0,1388.0,0.9241723657
134093.0,5.2,0,0,90000000.0,0,4,0,0,651.0,0.9400340884
18091.0,4.0,0,0,25000000.0,0,3,0,0,0,2.194908423
67220.0,6.4,0,0,30000000.0,0,4,0,69.0,492.0,1.284840139
102264.0,7.0,0,0,0,0,4,0,0,477.0,0.9241723657
246025.0,7.0,0,0,15000000.0,0,3,0,0,313.0,1.284840139
41614.0,6.8,0,0,32000000.0,0,3,0,0,433.0,0.6532841
24633.0,6.2,0,0,45000000.0,0,4,0,0,530.0,0.9241723657
57187.0,7.4,0,0,0,0,3,0,0,761.0,0.9029712391
21159.0,5.8,0,0,25000000.0,0,4,0,0,499.0,1.284840139
28263.0,4.9,0,0,24000000.0,0,3,0,0,1002.0,0.9732969783
439570.0,6.3,0,0,45000000.0,0,2,0,0,1102.0,1.284840139
25990.0,7.5,0,0,0,0,3,0,0,1825.0,0.996680935
31155.0,8.3,0,0,0,0,3,0,0,0,0.9029712391
9043.0,7.2,0,0,3200000.0,0,4,0,0,986.0,1.040695421
21208.0,6.5,0,0,0,0,4,0,0,385.0,0.9732969783
34821.0,7.5,0,0,0,0,4,0,0,800.0,0.9732969783
2827.0,6.9,0,0,30000000.0,0,3,0,0,1493.0,0.9241723657
30680.0,7.2,0,0,0,0,3,0,0,0,0.9241723657
81906.0,8.8,0,0,0,0,0,0,0,0,0.9241723657
27218.0,7.7,0,0,0,0,2,0,0,0,1.284840139
56701.0,7.6,0,0,0,0,4,0,0,604.0,2.194908423
111257.0,7.1,0,0,0,0,4,1356.0,1356.0,986.0,0.6532841
16863.0,6.9,0,0,0,0,4,0,0,401.0,2.194908423
34144.0,7.3,0,0,30000000.0,0,3,0,0,801.0,0.7147995517
41758.0,7.2,0,0,0,0,4,0,0,628.0,0.996680935
999.0,3.3,0,0,10000000.0,0,4,0,223.0,1238.0,1.284840139
18498.0,8.2,0,0,6800000.0,0,4,0,0,0,0.9400340884
22616.0,6.0,0,0,0,0,0,0,0,0,0.9400340884
16111.0,7.5,0,0,0,0,4,843.0,843.0,1013.0,0.996680935
39410.0,7.3,0,0,0,0,0,0,0,0,0.7147995517
232957.0,7.7,0,0,5500000.0,0,4,0,0,0,1.284840139
9466.0,7.1,0,0,0,0,0,0,0,0,0.9400340884
30049.0,7.2,0,0,0,0,0,0,0,0,0.996680935
20040.0,7.2,0,0,0,0,0,0,0,0,2.194908423
28879.0,7.3,0,0,0,0,4,0,0,214.0,0.9400340884
24120.0,6.9,0,0,0,0,0,0,0,0,0.6549129108
11501.0,5.8,0,0,12000000.0,0,4,0,0,873.0,0.6532841
15899.0,6.6,0,0,0,0,0,0,0,1021.0,0.9241723657
12488.0,7.6,0,0,0,0,0,0,0,0,0.9400340884
1553489.0,8.3,0,0,200000000.0,0,1,0,0,770.0,0.9400340884
1400636.0,6.5,0,0,200000000.0,0,2,0,0,776.0,0.7147995517
527540.0,7.0,0,0,200000000.0,0,3,602.0,964.0,614.0,0.6549129108
1164726.0,5.0,0,0,68000000.0,0,3,0,0,803.0,0.7194038481
2839146.0,7.7,0,0,0,0,3,0,0,0,0.9732969783
1030783.0,8.8,0,0,160000000.0,0,3,332.0,332.0,405.0,1.040695421
530655.0,7.7,0,0,69000000.0,0,2,0,0,761.0,1.284840139
352906.0,6.3,0,0,165000000.0,0,2,0,0,797.0,1.040695421
578187.0,8.1,0,0,165000000.0,0,2,0,0,880.0,0.7147995517
1828543.0,7.8,0,0,260000000.0,0,2,0,0,602.0,0.996680935
339716.0,7.2,0,0,40000000.0,0,2,0,0,437.0,0.9400340884
544951.0,6.8,0,0,170000000.0,0,2,0,0,691.0,2.194908423
325706.0,7.6,0,0,38000000.0,0,3,0,0,456.0,0.996680935
517249.0,5.8,0,0,125000000.0,0,3,0,0,597.0,0.6549129108
245176.0,6.0,0,0,80000000.0,0,3,0,223.0,337.0,0.9400340884
373155.0,5.5,0,0,100000000.0,0,3,0,0,389.0,0.9241723657
236940.0,7.3,0,0,130000000.0,0,2,0,0,381.0,2.194908423
395820.0,8.0,0,0,15000000.0,0,4,0,0,1228.0,0.996680935
548301.0,4.2,0,0,150000000.0,0,2,1136.0,1136.0,0,1.284840139
459203.0,8.1,0,0,80000000.0,0,4,560.0,0,825.0,0.996680935
239983.0,6.7,0,0,100000000.0,0,3,0,0,367.0,1.284840139
255389.0,6.4,0,0,110000000.0,0,3,0,0,809.0,0.9029712391
4668.0,7.0,0,0,20000000.0,0,4,0,0,0,0.9732969783
37736.0,5.7,0,0,52000000.0,0,3,0,0,386.0,0.996680935
396048.0,8.0,0,0,13000000.0,0,4,1608.0,0,519.0,0.7147995517
852841.0,6.7,0,0,200000000.0,0,3,0,0,0,0.6532841
1174539.0,6.3,0,0,155000000.0,0,2,0,0,664.0,2.194908423
220680.0,6.5,0,0,80000000.0,0,4,338.0,338.0,286.0,0.9400340884
422217.0,6.6,0,0,65000000.0,0,4,0,0,302.0,0.9732969783
374083.0,4.6,0,0,80000000.0,0,2,0,0,326.0,0.9241723657
399104.0,7.7,0,0,40000000.0,0,3,779.0,1930.0,1309.0,1.284840139
1155874.0,4.4,0,0,100000000.0,0,4,0,0,0,0.6532841
126540.0,7.8,0,0,25000000.0,0,4,0,0,207.0,0.7147995517
151911.0,7.6,0,0,37000000.0,0,4,325.0,325.0,489.0,2.194908423
435143.0,6.6,0,0,200000000.0,0,3,0,0,300.0,0.6532841
76585.0,7.1,0,0,58000000.0,0,3,0,0,0,0.9732969783
255909.0,6.8,0,0,95000000.0,0,2,0,0,0,0.996680935
144900.0,5.7,0,0,3000000.0,0,4,0,0,891.0,1.284840139
149091.0,6.8,0,0,100000000.0,0,3,0,0,313.0,0.9732969783
203032.0,5.7,0,0,60000000.0,0,3,0,0,630.0,1.284840139
31671.0,6.3,0,0,25000000.0,0,3,0,0,603.0,0.7194038481
234218.0,7.6,0,0,110000000.0,0,3,0,0,0,0.7194038481
365390.0,6.3,0,0,117000000.0,0,3,0,0,0,1.040695421
11535.0,5.9,0,0,69000000.0,0,3,0,0,412.0,0.9029712391
437062.0,6.0,0,0,100000000.0,0,3,0,0,317.0,0.9241723657
123168.0,5.5,0,0,40000000.0,0,3,0,0,170.0,0.7147995517
318349.0,6.1,0,0,150000000.0,0,2,0,0,873.0,1.040695421
113222.0,5.2,0,0,35000000.0,0,4,0,0,43.0,0.6532841
290800.0,5.8,0,0,150000000.0,0,4,0,0,374.0,0.996680935
6287.0,6.4,0,0,40000000.0,0,4,0,1160.0,469.0,0.9400340884
649300.0,5.9,0,0,60000000.0,0,4,0,0,942.0,0.9029712391
39404.0,7.1,0,0,8000000.0,0,3,0,0,920.0,2.194908423
197450.0,7.0,0,0,80000000.0,0,2,0,0,0,1.284840139
18130.0,6.6,0,0,30000000.0,0,2,0,0,1027.0,1.040695421
531944.0,6.2,0,0,70000000.0,0,3,0,0,684.0,0.9029712391
289244.0,6.4,0,0,40000000.0,0,4,0,0,621.0,0.9400340884
159251.0,7.6,0,0,30000000.0,0,4,0,0,271.0,0.6549129108
69967.0,5.4,0,0,75000000.0,0,3,0,0,900.0,0.7194038481
761883.0,5.6,0,0,20000000.0,0,4,0,0,0,1.284840139
167620.0,5.9,0,0,85000000.0,0,2,0,0,0,0.9400340884
113087.0,6.6,0,0,80000000.0,0,4,0,0,423.0,0.996680935
381370.0,4.9,0,0,112000000.0,0,2,0,0,610.0,0.996680935
150856.0,6.4,0,0,55000000.0,0,3,0,0,924.0,0.9241723657
162328.0,3.4,0,0,20000000.0,0,3,0,0,453.0,0.9400340884
114634.0,6.3,0,0,20000000.0,0,4,0,0,429.0,0.9029712391
171836.0,6.8,0,0,100000000.0,0,4,0,0,550.0,0.7147995517
143710.0,4.2,0,0,50000000.0,0,2,0,0,632.0,0.9029712391
93767.0,6.2,0,0,0,0,3,0,1136.0,0,0.9732969783
28329.0,6.5,0,0,50000000.0,0,3,258.0,0,125.0,0.996680935
287179.0,6.7,0,0,30000000.0,0,4,0,0,379.0,0.9241723657
10594.0,6.4,0,0,20000000.0,0,4,0,0,616.0,0.7194038481
42231.0,7.5,0,0,60000000.0,0,3,742.0,742.0,748.0,1.284840139
28306.0,6.5,0,0,40000000.0,0,3,0,0,684.0,0.996680935
55299.0,6.5,0,0,20000000.0,0,4,0,0,901.0,0.9241723657
34273.0,6.1,0,0,35000000.0,0,2,0,333.0,577.0,0.7194038481
27318.0,5.8,0,0,19000000.0,0,3,0,0,551.0,1.284840139
17613.0,6.6,0,0,10500000.0,0,4,0,0,176.0,1.284840139
77361.0,5.5,0,0,24000000.0,0,4,0,0,914.0,2.194908423
28530.0,6.5,0,0,52000000.0,0,4,0,0,638.0,0.7147995517
131476.0,7.4,0,0,30000000.0,0,3,0,0,356.0,2.194908423
59461.0,7.0,0,0,4000000.0,0,4,0,0,807.0,0.9029712391
78624.0,7.8,0,0,80000000.0,0,1,0,0,1002.0,1.284840139
120783.0,8.5,0,0,16000000.0,0,3,0,0,1402.0,0.7147995517
155500.0,7.6,0,0,18000000.0,0,4,1785.0,1785.0,123.0,0.996680935
31742.0,6.3,0,0,32000000.0,0,4,0,0,1142.0,0.9029712391
13268.0,3.8,0,0,35000000.0,0,2,0,0,319.0,0.7194038481
85463.0,7.2,0,0,45000000.0,0,3,0,0,872.0,0.6549129108
21885.0,6.5,0,0,18000000.0,0,4,0,0,1306.0,0.6532841
1994515.0,7.8,0,0,13000000.0,0,4,779.0,0,176.0,0.996680935
33019.0,6.8,0,0,22000000.0,0,3,0,0,960.0,0.9732969783
2304468.0,7.2,0,0,0,0,4,0,0,387.0,0.9029712391
7659.0,7.0,0,0,18000000.0,0,4,0,0,477.0,0.6549129108
119802.0,7.2,0,0,2000000.0,0,4,0,0,57.0,0.9241723657
1450023.0,7.3,0,0,0,0,4,0,0,387.0,0.9732969783
17655.0,7.0,0,0,0,0,4,0,0,812.0,1.040695421
12551.0,7.4,0,0,0,0,2,0,0,1904.0,0.9029712391
3183.0,8.3,0,0,2000000.0,0,3,0,0,235.0,0.996680935
17408.0,6.1,0,0,0,0,4,0,275.0,553.0,0.6532841
109151.0,6.3,0,0,22000000.0,0,4,1186.0,1186.0,485.0,1.284840139
33851.0,7.3,0,0,8000000.0,0,3,0,0,0,0.9241723657
24107.0,7.9,0,0,13000000.0,0,4,0,0,0,0.7147995517
141847.0,6.6,0,0,13000000.0,0,4,0,0,392.0,0.996680935
67317.0,6.3,0,0,7000000.0,0,4,0,0,161.0,1.284840139
11717.0,6.4,0,0,0,0,4,0,0,0,2.194908423
27732.0,6.5,0,0,10000000.0,0,4,0,0,956.0,0.6532841
16583.0,7.2,0,0,0,0,4,0,0,1181.0,0.7147995517
14661.0,7.2,0,0,42000000.0,0,4,0,0,0,0.9400340884
14423.0,7.2,0,0,7000000.0,0,4,0,0,798.0,1.284840139
105543.0,7.0,0,0,0,0,4,0,0,147.0,1.284840139
12200.0,7.0,0,0,0,0,0,0,0,0,1.040695421
8980.0,6.9,0,0,0,0,0,0,0,0,0.6549129108
57916.0,7.3,0,0,3000000.0,0,0,0,0,283.0,0.9241723657
8269.0,6.4,0,0,4500000.0,0,4,0,0,682.0,0.9400340884
4619.0,7.7,0,0,0,0,4,0,0,148.0,1.040695421
27429.0,5.9,0,0,0,0,0,0,0,1825.0,0.9029712391
22196.0,7.2,0,0,0,0,0,0,0,0,0.9029712391
5874.0,6.5,0,0,0,0,3,0,0,955.0,0.9241723657
13108.0,6.5,0,0,0,3.52,0,0,0,0,0.9400340884
42925.0,7.2,0,0,0,0,0,0,0,387.0,0.9029712391
